Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Total_Page_Events,Total_Duration,Avg_Page_Duration,Pages_per_Session,Product_Time_x_Count,Administrative_log,Informational_log,ProductRelated_log,PageValues_log,ExitRates_log,BounceRates_log,Total_Duration_log,Pages_per_Session_log
0,0.0,0,0.0,7,280.5,0.0,0.028571429,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,0,0,7.000001,280.500001,40.071422989796716,7.000001,1963.5,0.0,0.0,2.0794415416798357,0.0,0.028170877383362988,0.0,5.640132451132143,2.0794416666798283
0,0.0,0,0.0,6,98.0,0.0,0.066666667,0.0,0.0,Feb,2,5,1,3,Returning_Visitor,0,0,6.000001,98.000001,16.333330777778205,6.000001,588.0,0.0,0.0,1.9459101490553132,0.0,0.06453852145007118,0.0,4.5951198602356,1.945910291912446
0,0.0,0,0.0,2,68.0,0.0,0.1,0.0,0.0,Feb,3,2,3,3,Returning_Visitor,0,0,2.000001,68.000001,33.99998350000825,2.000001,136.0,0.0,0.0,1.0986122886681098,0.0,0.09531017980432487,0.0,4.2341065190900125,1.0986126220013874
2,53.0,0,0.0,23,1668.285119,0.008333333,0.016312636,0.0,0.0,Feb,1,1,9,3,Returning_Visitor,0,0,25.000001,1721.28512,68.85140204594391,25.000001,38370.557736999996,1.0986122886681098,0.0,3.1780538303479458,0.0,0.016181014420903618,0.008298802484116581,7.451407246194555,3.2580965764830196
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,1,1,4,3,Returning_Visitor,0,0,1.000001,1e-06,9.99999000001e-07,1.000001,0.0,0.0,0.0,0.6931471805599453,0.0,0.18232155679395465,0.18232155679395465,9.999995000003334e-07,0.6931476805598202
0,0.0,0,0.0,13,334.9666667,0.0,0.007692308,0.0,0.0,Feb,1,1,1,4,Returning_Visitor,1,0,13.000001,334.9666677,25.766664764102714,13.000001,4354.5666671,0.0,0.0,2.6390573296152584,0.0,0.007662873050912636,0.0,5.817011951768425,2.6390574010438272
0,0.0,0,0.0,2,32.0,0.0,0.1,0.0,0.0,Feb,2,2,1,3,Returning_Visitor,0,0,2.000001,32.000001,15.999992500003748,2.000001,64.0,0.0,0.0,1.0986122886681098,0.0,0.09531017980432487,0.0,3.49650759176951,1.0986126220013874
0,0.0,0,0.0,20,2981.166667,0.0,0.01,0.0,0.0,Feb,2,4,4,4,Returning_Visitor,0,0,20.000001,2981.166668,149.0583259470837,20.000001,59623.33334,0.0,0.0,3.044522437723423,0.0,0.009950330853168083,0.0,8.00040538511091,3.0445224853424695
0,0.0,0,0.0,8,136.1666667,0.0,0.008333333,0.0,1.0,Feb,2,2,5,1,Returning_Visitor,1,0,8.000001,136.1666677,17.020831334896084,8.000001,1089.3333336,0.0,0.0,2.1972245773362196,0.0,0.008298802484116581,0.0,4.921196738982429,2.1972246884473243
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,Feb,3,3,1,3,Returning_Visitor,0,0,2.000001,1e-06,4.99999750000125e-07,2.000001,0.0,0.0,0.0,1.0986122886681098,0.0,0.18232155679395465,0.18232155679395465,9.999995000003334e-07,1.0986126220013874
0,0.0,0,0.0,3,105.0,0.0,0.033333333,0.0,0.0,Feb,3,2,1,5,Returning_Visitor,0,0,3.000001,105.000001,34.99998866667044,3.000001,315.0,0.0,0.0,1.3862943611198906,0.0,0.03278982250041022,0.0,4.663439103546029,1.3862946111198593
0,0.0,0,0.0,2,15.0,0.0,0.1,0.0,0.8,Feb,2,4,1,3,Returning_Visitor,0,0,2.000001,15.000001,7.499996750001624,2.000001,30.0,0.0,0.0,1.0986122886681098,0.0,0.09531017980432487,0.0,2.772588784739779,1.0986126220013874
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,2,2,4,1,Returning_Visitor,1,0,1.000001,1e-06,9.99999000001e-07,1.000001,0.0,0.0,0.0,0.6931471805599453,0.0,0.18232155679395465,0.18232155679395465,9.999995000003334e-07,0.6931476805598202
0,0.0,0,0.0,5,156.0,0.0,0.04,0.0,0.0,Feb,1,1,9,3,Returning_Visitor,0,0,5.000001,156.000001,31.19999396000121,5.000001,780.0,0.0,0.0,1.791759469228055,0.0,0.039220713153281295,0.0,5.0562458117177345,1.7917596358947079
4,64.6,0,0.0,32,1135.444444,0.002857143,0.00952381,0.0,0.0,Feb,2,2,1,3,Returning_Visitor,0,0,36.000001,1200.044445,33.33456699070648,36.000001,36334.222208,1.6094379124341003,0.0,3.4965075614664802,0.0,0.009478744426241886,0.0028530691248565892,7.09094682805637,3.610917939671251
0,0.0,0,0.0,4,76.0,0.05,0.1,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,0,0,4.000001,76.000001,18.999995500001123,4.000001,304.0,0.0,0.0,1.6094379124341003,0.0,0.09531017980432487,0.048790164169432,4.3438054348406965,1.6094381124340804
0,0.0,0,0.0,4,63.0,0.0,0.05,0.0,0.2,Feb,2,6,1,3,Returning_Visitor,0,0,4.000001,63.000001,15.74999631250092,4.000001,252.0,0.0,0.0,1.6094379124341003,0.0,0.048790164169432,0.0,4.1588830989846715,1.6094381124340804
1,6.0,1,0.0,45,1582.75,0.043478261,0.050821256,54.17976426,0.4,Feb,3,2,1,1,Returning_Visitor,0,0,47.000001,1588.750001,33.80319079142148,47.000001,71223.75,0.6931471805599453,0.6931471805599453,3.828641396489095,4.0105962965799415,0.049572007022067974,0.04255961454379593,7.371332050776547,3.871201031741224
0,0.0,0,0.0,2,35.0,0.0,0.1,0.0,0.0,Feb,1,1,6,3,Returning_Visitor,0,0,2.000001,35.000001,17.499991750004124,2.000001,70.0,0.0,0.0,1.0986122886681098,0.0,0.09531017980432487,0.0,3.5835189662338873,1.0986126220013874
0,0.0,0,0.0,3,78.0,0.0,0.066666667,0.0,0.0,Feb,1,2,6,6,Returning_Visitor,1,0,3.000001,78.000001,25.99999166666944,3.000001,234.0,0.0,0.0,1.3862943611198906,0.0,0.06453852145007118,0.0,4.369447865125249,1.3862946111198593
0,0.0,0,0.0,8,209.5,0.0,0.025,0.0,0.0,Feb,2,2,1,1,Returning_Visitor,0,0,8.000001,209.500001,26.187496851562894,8.000001,1676.0,0.0,0.0,2.1972245773362196,0.0,0.0246926125903715,0.0,5.34948565787303,2.1972246884473243
0,0.0,0,0.0,10,183.6666667,0.04,0.08,0.0,0.0,Feb,1,1,3,1,Returning_Visitor,0,0,10.000001,183.6666677,18.36666493333351,10.000001,1836.666667,0.0,0.0,2.3978952727983707,0.0,0.07696104113612832,0.039220713153281295,5.218552403674842,2.397895363707457
0,0.0,0,0.0,14,380.5,0.014285714,0.028571429,0.0,0.0,Feb,2,2,1,1,Returning_Visitor,0,0,14.000001,380.500001,27.178569558673605,14.000001,5327.0,0.0,0.0,2.70805020110221,0.0,0.028170877383362988,0.01418463471026629,5.944110853345744,2.7080502677688743
0,0.0,0,0.0,52,2086.242857,0.015384615,0.020352564,0.0,0.0,Feb,2,2,7,1,Returning_Visitor,0,0,52.000001,2086.242858,40.12005418999896,52.000001,108484.62856400001,0.0,0.0,3.970291913552122,0.0,0.020148218553033684,0.015267471752000557,7.643599267341103,3.970291932420046
0,0.0,0,0.0,8,388.0,0.025,0.05625,0.0,0.0,Feb,3,2,1,4,Returning_Visitor,1,0,8.000001,388.000001,48.49999406250075,8.000001,3104.0,0.0,0.0,2.1972245773362196,0.0,0.05472489968924655,0.0246926125903715,5.963579346189141,2.1972246884473243
2,18.0,0,0.0,5,298.0,0.0,0.028571429,0.0,0.8,Feb,2,2,8,4,Returning_Visitor,0,0,7.000001,316.000001,45.14285083673559,7.000001,1490.0,1.0986122886681098,0.0,1.791759469228055,0.0,0.028170877383362988,0.0,5.758901777031855,2.0794416666798283
0,0.0,0,0.0,7,63.0,0.028571429,0.071428571,0.0,0.6,Feb,2,2,1,3,Returning_Visitor,0,0,7.000001,63.000001,8.99999885714302,7.000001,441.0,0.0,0.0,2.0794415416798357,0.0,0.06899287108695144,0.028170877383362988,4.1588830989846715,2.0794416666798283
0,0.0,0,0.0,9,482.0,0.0,0.022222222,0.0,0.0,Feb,2,5,1,6,Returning_Visitor,0,0,9.000001,482.000001,53.55554971605004,9.000001,4338.0,0.0,0.0,2.302585092994046,0.0,0.021978906501383937,0.0,6.180016655722966,2.3025851929940404
1,9.0,0,0.0,46,4084.393939,0.0,0.001794872,0.0,0.0,Feb,2,2,8,4,Returning_Visitor,0,0,47.000001,4093.39394,87.0934862320535,47.000001,187882.121194,0.6931471805599453,0.0,3.8501476017100584,0.0,0.0017932631420934755,0.0,8.31737398533409,3.871201031741224
0,0.0,0,0.0,3,22.0,0.0,0.066666667,0.0,0.6,Feb,1,1,3,2,Returning_Visitor,0,0,3.000001,22.000001,7.333331222222926,3.000001,66.0,0.0,0.0,1.3862943611198906,0.0,0.06453852145007118,0.0,3.13549425940741,1.3862946111198593
0,0.0,0,0.0,15,310.1666667,0.0,0.006666667,0.0,0.0,Feb,1,1,4,4,Returning_Visitor,0,0,15.000001,310.1666677,20.677776468148238,15.000001,4652.5000005,0.0,0.0,2.772588722239781,0.0,0.0066445430497944075,0.0,5.740328677634503,2.772588784739779
0,0.0,0,0.0,2,34.0,0.0,0.05,0.0,0.4,Feb,3,2,2,3,Returning_Visitor,0,0,2.000001,34.000001,16.999992000004,2.000001,68.0,0.0,0.0,1.0986122886681098,0.0,0.048790164169432,0.0,3.555348090060842,1.0986126220013874
0,0.0,0,0.0,4,88.0,0.0,0.05,0.0,0.0,Feb,4,1,1,3,Returning_Visitor,0,0,4.000001,88.000001,21.99999475000131,4.000001,352.0,0.0,0.0,1.6094379124341003,0.0,0.048790164169432,0.0,4.488636380968095,1.6094381124340804
0,0.0,0,0.0,22,622.25,0.003030303,0.006060606,0.0,0.2,Feb,2,5,1,4,Returning_Visitor,0,0,22.000001,622.250001,28.284089668905015,22.000001,13689.5,0.0,0.0,3.1354942159291497,0.0,0.006042314395721659,0.0030257208863255004,6.434947724008159,3.13549425940741
0,0.0,0,0.0,14,222.4,0.017142857,0.057142857,0.0,0.0,Feb,1,1,1,2,Returning_Visitor,0,0,14.000001,222.400001,15.885713222449057,14.000001,3113.6,0.0,0.0,2.70805020110221,0.0,0.055569851019675626,0.016997576228121654,5.408963891111376,2.7080502677688743
0,0.0,0,0.0,3,80.0,0.066666667,0.133333333,0.0,0.2,Feb,3,2,1,3,Returning_Visitor,0,0,3.000001,80.000001,26.66665811111396,3.000001,240.0,0.0,0.0,1.3862943611198906,0.0,0.12516314265988837,0.06453852145007118,4.394449167018117,1.3862946111198593
0,0.0,0,0.0,11,800.8333333,0.0,0.003636364,0.0,0.0,Feb,3,2,1,3,Returning_Visitor,0,0,11.000001,800.8333343,72.80302377245239,11.000001,8809.1666663,0.0,0.0,2.4849066497880004,0.0,0.0036297684128975484,0.0,6.686900773676969,2.48490673312133
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,Feb,2,2,3,2,Returning_Visitor,0,0,1.000001,1e-06,9.99999000001e-07,1.000001,0.0,0.0,0.0,0.6931471805599453,0.0,0.18232155679395465,0.18232155679395465,9.999995000003334e-07,0.6931476805598202
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,1,1,3,4,Returning_Visitor,1,0,1.000001,1e-06,9.99999000001e-07,1.000001,0.0,0.0,0.0,0.6931471805599453,0.0,0.18232155679395465,0.18232155679395465,9.999995000003334e-07,0.6931476805598202
0,0.0,0,0.0,12,265.1666667,0.011111111,0.026111111,0.0,0.2,Feb,3,2,1,3,Returning_Visitor,0,0,12.000001,265.1666677,22.097220466898296,12.000001,3182.0000004000003,0.0,0.0,2.5649493574615367,0.0,0.025776036206700197,0.011049836076694864,5.5841226828692365,2.5649494343846104
0,0.0,0,0.0,2,29.0,0.0,0.1,0.0,1.0,Feb,2,4,4,2,Returning_Visitor,1,0,2.000001,29.000001,14.499993250003374,2.000001,58.0,0.0,0.0,1.0986122886681098,0.0,0.09531017980432487,0.0,3.401197414995488,1.0986126220013874
0,0.0,0,0.0,4,160.0,0.0,0.075,0.0,0.0,Feb,4,2,2,3,Returning_Visitor,0,0,4.000001,160.000001,39.99999025000243,4.000001,640.0,0.0,0.0,1.6094379124341003,0.0,0.07232066157962612,0.0,5.081404371195643,1.6094381124340804
0,0.0,0,0.0,4,135.6666667,0.05,0.025,0.0,0.4,Feb,3,3,1,4,Returning_Visitor,0,0,4.000001,135.6666677,33.91665844583539,4.000001,542.6666668,0.0,0.0,1.6094379124341003,0.0,0.0246926125903715,0.048790164169432,4.91754487859122,1.6094381124340804
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,Feb,2,4,1,3,Returning_Visitor,0,0,1.000001,1e-06,9.99999000001e-07,1.000001,0.0,0.0,0.0,0.6931471805599453,0.0,0.18232155679395465,0.18232155679395465,9.999995000003334e-07,0.6931476805598202
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,Feb,3,2,3,3,Returning_Visitor,0,0,1.000001,1e-06,9.99999000001e-07,1.000001,0.0,0.0,0.0,0.6931471805599453,0.0,0.18232155679395465,0.18232155679395465,9.999995000003334e-07,0.6931476805598202
4,56.0,2,120.0,36,998.7416667,0.0,0.014736467,19.44707913,0.2,Feb,2,2,4,1,Returning_Visitor,0,0,42.000001,1174.7416677,27.97003904118955,42.000001,35954.7000012,1.6094379124341003,1.0986122886681098,3.6109179126442243,3.0178400424588085,0.014628940358214423,0.0,7.069654434004383,3.761200138949376
0,0.0,0,0.0,4,104.0,0.0,0.05,0.0,0.4,Feb,2,6,6,3,Returning_Visitor,0,0,4.000001,104.000001,25.99999375000156,4.000001,416.0,0.0,0.0,1.6094379124341003,0.0,0.048790164169432,0.0,4.653960359681333,1.6094381124340804
2,16.0,0,0.0,16,381.6865079,0.011764706,0.046568627,0.0,0.6,Feb,2,4,2,1,Returning_Visitor,0,0,18.000001,397.6865089,22.09369371146146,18.000001,6106.9841264,1.0986122886681098,0.0,2.833213344056216,0.0,0.04551683839354951,0.011696039879470347,5.9881754160922025,2.944439031798018
0,0.0,0,0.0,6,169.0,0.0,0.016666667,0.0,0.4,Feb,1,1,3,3,Returning_Visitor,0,0,6.000001,169.000001,28.16666213888964,6.000001,1014.0,0.0,0.0,1.9459101490553132,0.0,0.016529302279079415,0.0,5.1357984429326144,1.945910291912446
0,0.0,0,0.0,8,400.8,0.05,0.120833333,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,0,0,8.000001,400.800001,50.099993862500774,8.000001,3206.4,0.0,0.0,2.1972245773362196,0.0,0.11407245596245004,0.048790164169432,5.995954454869635,2.1972246884473243
12,279.4166667,0,0.0,42,1553.583333,0.009,0.019666667,38.30849268,0.0,Feb,1,1,3,2,Returning_Visitor,0,0,54.000001,1833.0000007,33.9444438288066,54.000001,65250.499986,2.5649493574615367,0.0,3.7612001156935624,3.671440594256984,0.019475776827560926,0.008959741371471902,7.51425465319809,4.007333203414289
0,0.0,0,0.0,14,706.5,0.0,0.007142857,0.0,0.0,Feb,2,2,5,4,Returning_Visitor,1,0,14.000001,706.500001,50.464282181122705,14.000001,9891.0,0.0,0.0,2.70805020110221,0.0,0.007117467627020008,0.0,6.56173763093082,2.7080502677688743
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,2,2,4,3,Returning_Visitor,0,0,1.000001,1e-06,9.99999000001e-07,1.000001,0.0,0.0,0.0,0.6931471805599453,0.0,0.18232155679395465,0.18232155679395465,9.999995000003334e-07,0.6931476805598202
3,87.83333333,0,0.0,27,798.3333333,0.0,0.012643678,22.9160357,0.8,Feb,2,2,3,1,Returning_Visitor,0,1,30.000001,886.16666763,29.5388879363704,30.000001,21554.9999991,1.3862943611198906,0.0,3.332204510175204,3.1745491837420796,0.012564414128639777,0.0,6.788032865030556,3.4339872367432105
4,44.0,0,0.0,90,6951.972222,0.002150538,0.015013034,0.0,0.0,Feb,4,1,1,3,Returning_Visitor,0,0,94.000001,6995.972223000001,74.4252356231358,94.000001,625677.4999800001,1.6094379124341003,0.0,4.51085950651685,0.0,0.014901453790611195,0.0021482289030964295,8.853232794893797,4.553876902126857
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,Feb,2,2,5,1,Returning_Visitor,0,0,1.000001,1e-06,9.99999000001e-07,1.000001,0.0,0.0,0.0,0.6931471805599453,0.0,0.18232155679395465,0.18232155679395465,9.999995000003334e-07,0.6931476805598202
0,0.0,0,0.0,18,902.0,0.0,0.007407407,0.0,0.0,Feb,2,7,2,4,Returning_Visitor,0,0,18.000001,902.000001,50.111108382716196,18.000001,16236.0,0.0,0.0,2.9444389791664403,0.0,0.007380106893210795,0.0,6.805722554524405,2.944439031798018
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,Feb,3,2,3,3,Returning_Visitor,0,0,1.000001,1e-06,9.99999000001e-07,1.000001,0.0,0.0,0.0,0.6931471805599453,0.0,0.18232155679395465,0.18232155679395465,9.999995000003334e-07,0.6931476805598202
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,2,6,1,2,Returning_Visitor,0,0,1.000001,1e-06,9.99999000001e-07,1.000001,0.0,0.0,0.0,0.6931471805599453,0.0,0.18232155679395465,0.18232155679395465,9.999995000003334e-07,0.6931476805598202
0,0.0,0,0.0,20,197.3777778,0.025,0.0525,0.0,0.0,Feb,2,6,6,1,Returning_Visitor,0,0,20.000001,197.3777788,9.868888446555577,20.000001,3947.555556,0.0,0.0,3.044522437723423,0.0,0.05116828657439943,0.0246926125903715,5.290173186561949,3.0445224853424695
0,0.0,0,0.0,2,43.0,0.0,0.1,0.0,0.4,Feb,2,2,3,3,Returning_Visitor,0,0,2.000001,43.000001,21.49998975000512,2.000001,86.0,0.0,0.0,1.0986122886681098,0.0,0.09531017980432487,0.0,3.7841896566455335,1.0986126220013874
0,0.0,0,0.0,8,426.6666667,0.0,0.0125,0.0,0.0,Feb,2,4,3,2,Returning_Visitor,0,0,8.000001,426.6666677,53.333326795834154,8.000001,3413.3333336,0.0,0.0,2.1972245773362196,0.0,0.012422519998557155,0.0,6.058344078363739,2.1972246884473243
0,0.0,0,0.0,3,135.0,0.0,0.066666667,0.0,0.0,Feb,2,4,3,3,Returning_Visitor,0,0,3.000001,135.000001,44.999985333338216,3.000001,405.0,0.0,0.0,1.3862943611198906,0.0,0.06453852145007118,0.0,4.912654893088993,1.3862946111198593
0,0.0,0,0.0,16,588.3333333,0.0,0.025,0.0,0.0,Feb,2,4,1,1,Returning_Visitor,0,0,16.000001,588.3333343,36.77083109557306,16.000001,9413.3333328,0.0,0.0,2.833213344056216,0.0,0.0246926125903715,0.0,6.378991956169751,2.833213402879744
10,1005.666667,0,0.0,36,2111.341667,0.004347826,0.014492754,11.43941195,0.0,Feb,2,6,1,2,Returning_Visitor,0,1,46.000001,3117.008335,67.76104928780327,46.000001,76008.300012,2.3978952727983707,0.0,3.6109179126442243,2.5208698152934077,0.014388737823528178,0.0043384015120180785,8.04494972280209,3.850147622986654
0,0.0,0,0.0,2,76.0,0.0,0.05,0.0,0.6,Feb,3,2,3,3,Returning_Visitor,0,0,2.000001,76.000001,37.99998150000925,2.000001,152.0,0.0,0.0,1.0986122886681098,0.0,0.048790164169432,0.0,4.3438054348406965,1.0986126220013874
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,1.0,Feb,1,1,1,3,Returning_Visitor,1,0,1.000001,1e-06,9.99999000001e-07,1.000001,0.0,0.0,0.0,0.6931471805599453,0.0,0.18232155679395465,0.18232155679395465,9.999995000003334e-07,0.6931476805598202
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,Feb,1,1,1,3,Returning_Visitor,0,0,1.000001,1e-06,9.99999000001e-07,1.000001,0.0,0.0,0.0,0.6931471805599453,0.0,0.18232155679395465,0.18232155679395465,9.999995000003334e-07,0.6931476805598202
0,0.0,0,0.0,7,208.0,0.0,0.028571429,0.0,0.0,Feb,4,1,1,5,Returning_Visitor,1,0,7.000001,208.000001,29.714281612245482,7.000001,1456.0,0.0,0.0,2.0794415416798357,0.0,0.028170877383362988,0.0,5.3423342567495,2.0794416666798283
0,0.0,0,0.0,4,270.0,0.0,0.016666667,0.0,0.8,Feb,1,1,1,3,Returning_Visitor,0,0,4.000001,270.000001,67.49998337500415,4.000001,1080.0,0.0,0.0,1.6094379124341003,0.0,0.016529302279079415,0.0,5.602118824569738,1.6094381124340804
0,0.0,0,0.0,6,39.5,0.0,0.02,0.0,0.0,Feb,2,2,1,3,Returning_Visitor,0,0,6.000001,39.500001,6.583332402777932,6.000001,237.0,0.0,0.0,1.9459101490553132,0.0,0.019802627296179712,0.0,3.701301998803851,1.945910291912446
0,0.0,0,0.0,12,375.0,0.016666667,0.058333333,0.0,0.0,Feb,3,2,4,1,Returning_Visitor,0,0,12.000001,375.000001,31.24999747916688,12.000001,4500.0,0.0,0.0,2.5649493574615367,0.0,0.05669534336158465,0.016529302279079415,5.929589146049469,2.5649494343846104
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,Feb,2,2,2,1,Returning_Visitor,1,0,1.000001,1e-06,9.99999000001e-07,1.000001,0.0,0.0,0.0,0.6931471805599453,0.0,0.18232155679395465,0.18232155679395465,9.999995000003334e-07,0.6931476805598202
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,0,0,1.000001,1e-06,9.99999000001e-07,1.000001,0.0,0.0,0.0,0.6931471805599453,0.0,0.18232155679395465,0.18232155679395465,9.999995000003334e-07,0.6931476805598202
0,0.0,0,0.0,7,150.0,0.057142857,0.085714286,0.0,0.0,Feb,2,2,2,1,Returning_Visitor,0,0,7.000001,150.000001,21.4285685102045,7.000001,1050.0,0.0,0.0,2.0794415416798357,0.0,0.08223809850012999,0.055569851019675626,5.017279843437441,2.0794416666798283
0,0.0,0,0.0,3,138.0,0.0,0.066666667,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,0,0,3.000001,138.000001,45.999985000005,3.000001,414.0,0.0,0.0,1.3862943611198906,0.0,0.06453852145007118,0.0,4.934473940324937,1.3862946111198593
0,0.0,0,0.0,7,337.5,0.028571429,0.023809524,0.0,0.4,Feb,4,1,3,3,Returning_Visitor,0,0,7.000001,337.500001,48.214278969388715,7.000001,2362.5,0.0,0.0,2.0794415416798357,0.0,0.023530497596240627,0.028170877383362988,5.82452409530654,2.0794416666798283
0,0.0,0,0.0,19,620.0333333,0.0,0.007894737,0.0,0.0,Feb,1,1,4,2,Returning_Visitor,0,0,19.000001,620.0333343,32.63333166666675,19.000001,11780.6333327,0.0,0.0,2.995732273553991,0.0,0.0078637366168725,0.0,6.431384758914744,2.9957323235539897
2,36.0,0,0.0,15,168.8461538,0.0,0.011764706,0.0,0.4,Feb,1,1,1,3,Returning_Visitor,0,0,17.000001,204.8461548,12.049773102954521,17.000001,2532.692307,1.0986122886681098,0.0,2.772588722239781,0.0,0.011696039879470347,0.0,5.327129068420364,2.890371813451719
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,1,1,1,2,Returning_Visitor,1,0,1.000001,1e-06,9.99999000001e-07,1.000001,0.0,0.0,0.0,0.6931471805599453,0.0,0.18232155679395465,0.18232155679395465,9.999995000003334e-07,0.6931476805598202
0,0.0,0,0.0,2,52.0,0.0,0.1,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,0,0,2.000001,52.000001,25.999987500006245,2.000001,104.0,0.0,0.0,1.0986122886681098,0.0,0.09531017980432487,0.0,3.970291932420046,1.0986126220013874
